Time,CH A,
6.01301E-4,1.2827E-2,
6.02301E-4,-1.1173E-2,
6.03302E-4,1.2827E-2,
6.04302E-4,-1.1173E-2,
6.05303E-4,1.2827E-2,
6.06303E-4,-1.1173E-2,
6.07304E-4,1.2827E-2,
6.08304E-4,-3.173E-3,
6.09305E-4,1.2827E-2,
6.10305E-4,-3.173E-3,
6.11306E-4,1.2827E-2,
6.12306E-4,-1.1173E-2,
6.13307E-4,1.2827E-2,
6.14307E-4,-1.1173E-2,
6.15308E-4,1.2827E-2,
6.16308E-4,-1.9173E-2,
6.17309E-4,1.2827E-2,
6.18309E-4,-1.9173E-2,
6.1931E-4,4.827E-3,
6.2031E-4,-1.1173E-2,
6.21311E-4,1.2827E-2,
6.22311E-4,-3.173E-3,
6.23312E-4,1.2827E-2,
6.24312E-4,-1.1173E-2,
6.25313E-4,1.2827E-2,
6.26313E-4,-1.1173E-2,
6.27314E-4,1.2827E-2,
6.28314E-4,-1.1173E-2,
6.29315E-4,1.2827E-2,
6.30315E-4,-3.173E-3,
6.31316E-4,2.0827E-2,
6.32316E-4,-1.1173E-2,
6.33317E-4,1.2827E-2,
6.34317E-4,-1.1173E-2,
6.35318E-4,1.2827E-2,
6.36318E-4,-1.1173E-2,
6.37319E-4,1.2827E-2,
6.38319E-4,-1.1173E-2,
6.3932E-4,1.2827E-2,
6.4032E-4,-1.1173E-2,
6.41321E-4,1.2827E-2,
6.42321E-4,-1.1173E-2,
6.43322E-4,1.2827E-2,
6.44322E-4,-1.1173E-2,
6.45323E-4,1.2827E-2,
6.46323E-4,-1.1173E-2,
6.47324E-4,1.2827E-2,
6.48324E-4,-1.1173E-2,
6.49325E-4,1.2827E-2,
6.50325E-4,-3.173E-3,
6.51326E-4,1.2827E-2,
6.52326E-4,-3.173E-3,
6.53327E-4,1.2827E-2,
6.54327E-4,-1.1173E-2,
6.55328E-4,2.0827E-2,
6.56328E-4,-3.173E-3,
6.57329E-4,1.2827E-2,
6.58329E-4,-1.1173E-2,
6.5933E-4,1.2827E-2,
6.6033E-4,-1.9173E-2,
6.61331E-4,4.827E-3,
6.62331E-4,-1.1173E-2,
6.63332E-4,1.2827E-2,
6.64332E-4,-1.1173E-2,
6.65333E-4,1.2827E-2,
6.66333E-4,-1.1173E-2,
6.67334E-4,1.2827E-2,
6.68334E-4,-3.173E-3,
6.69335E-4,1.2827E-2,
6.70335E-4,-1.1173E-2,
6.71336E-4,1.2827E-2,
6.72336E-4,-1.1173E-2,
6.73337E-4,1.2827E-2,
6.74337E-4,-1.1173E-2,
6.75338E-4,1.2827E-2,
6.76338E-4,-1.1173E-2,
6.77339E-4,1.2827E-2,
6.78339E-4,-1.1173E-2,
6.7934E-4,1.2827E-2,
6.8034E-4,-1.1173E-2,
6.81341E-4,1.2827E-2,
6.82341E-4,-1.1173E-2,
6.83342E-4,1.2827E-2,
6.84342E-4,-1.1173E-2,
6.85343E-4,1.2827E-2,
6.86343E-4,-1.1173E-2,
6.87344E-4,1.2827E-2,
6.88344E-4,-1.1173E-2,
6.89345E-4,1.2827E-2,
6.90345E-4,-1.1173E-2,
6.91346E-4,2.0827E-2,
6.92346E-4,-3.173E-3,
6.93347E-4,2.0827E-2,
6.94347E-4,-3.173E-3,
6.95348E-4,1.2827E-2,
6.96348E-4,-1.1173E-2,
6.97349E-4,1.2827E-2,
6.98349E-4,-1.1173E-2,
6.9935E-4,1.2827E-2,
7.0035E-4,-1.1173E-2,
7.01351E-4,1.2827E-2,
7.02351E-4,-1.1173E-2,
7.03352E-4,1.2827E-2,
7.04352E-4,-1.1173E-2,
7.05353E-4,1.2827E-2,
7.06353E-4,-1.1173E-2,
7.07354E-4,1.2827E-2,
7.08354E-4,-1.1173E-2,
7.09355E-4,1.2827E-2,
7.10355E-4,-1.1173E-2,
7.11356E-4,2.0827E-2,
7.12356E-4,-3.173E-3,
7.13357E-4,2.0827E-2,
7.14357E-4,-3.173E-3,
7.15358E-4,1.2827E-2,
7.16358E-4,-1.1173E-2,
7.17359E-4,1.2827E-2,
7.18359E-4,-1.1173E-2,
7.1936E-4,1.2827E-2,
7.2036E-4,-1.1173E-2,
7.21361E-4,1.2827E-2,
7.22361E-4,-1.1173E-2,
7.23362E-4,1.2827E-2,
7.24362E-4,-3.173E-3,
7.25363E-4,2.0827E-2,
7.26363E-4,-1.1173E-2,
7.27364E-4,1.2827E-2,
7.28364E-4,-1.1173E-2,
7.29365E-4,1.2827E-2,
7.30365E-4,-3.173E-3,
7.31366E-4,1.2827E-2,
7.32366E-4,-1.1173E-2,
7.33367E-4,2.0827E-2,
7.34367E-4,-3.173E-3,
7.35368E-4,2.0827E-2,
7.36368E-4,-3.173E-3,
7.37369E-4,2.0827E-2,
7.38369E-4,-3.173E-3,
7.3937E-4,2.0827E-2,
7.4037E-4,-1.1173E-2,
7.41371E-4,1.2827E-2,
7.42371E-4,-1.1173E-2,
7.43372E-4,1.2827E-2,
7.44372E-4,-1.1173E-2,
7.45373E-4,1.2827E-2,
7.46373E-4,-3.173E-3,
7.47374E-4,1.2827E-2,
7.48374E-4,-3.173E-3,
7.49375E-4,1.2827E-2,
7.50375E-4,-3.173E-3,
7.51376E-4,1.2827E-2,
7.52376E-4,-3.173E-3,
7.53377E-4,2.0827E-2,
7.54377E-4,-3.173E-3,
7.55378E-4,2.0827E-2,
7.56378E-4,-3.173E-3,
7.57379E-4,2.0827E-2,
7.58379E-4,-1.1173E-2,
7.5938E-4,1.2827E-2,
7.6038E-4,-1.1173E-2,
7.61381E-4,1.2827E-2,
7.62381E-4,-1.1173E-2,
7.63382E-4,1.2827E-2,
7.64382E-4,-1.1173E-2,
7.65383E-4,1.2827E-2,
7.66383E-4,-3.173E-3,
7.67384E-4,1.2827E-2,
7.68384E-4,-3.173E-3,
7.69385E-4,1.2827E-2,
7.70385E-4,-3.173E-3,
7.71386E-4,1.2827E-2,
7.72386E-4,-3.173E-3,
7.73387E-4,2.0827E-2,
7.74387E-4,-3.173E-3,
7.75388E-4,2.0827E-2,
7.76388E-4,-3.173E-3,
7.77389E-4,2.0827E-2,
7.78389E-4,-3.173E-3,
7.7939E-4,1.2827E-2,
7.8039E-4,-1.1173E-2,
7.81391E-4,1.2827E-2,
7.82391E-4,-1.1173E-2,
7.83392E-4,1.2827E-2,
7.84392E-4,-1.1173E-2,
7.85393E-4,1.2827E-2,
7.86393E-4,-1.1173E-2,
7.87394E-4,1.2827E-2,
7.88394E-4,-3.173E-3,
7.89395E-4,2.0827E-2,
7.90395E-4,-3.173E-3,
7.91396E-4,2.0827E-2,
7.92396E-4,-3.173E-3,
7.93397E-4,2.0827E-2,
7.94397E-4,-3.173E-3,
7.95398E-4,2.0827E-2,
7.96398E-4,-3.173E-3,
7.97399E-4,2.0827E-2,
7.98399E-4,-3.173E-3,
7.994E-4,2.0827E-2,
8.004E-4,-1.1173E-2,
8.01401E-4,1.2827E-2,
8.02401E-4,-3.173E-3,
8.03402E-4,1.2827E-2,
8.04402E-4,-3.173E-3,
8.05403E-4,2.0827E-2,
8.06403E-4,-3.173E-3,
8.07404E-4,1.2827E-2,
